steps,rewards
22,22.042192404251548
55,33.087709486298266
75,20.03670100560412
88,13.01986938873306
101,13.03020388530567
120,19.032463029772046
136,16.031579452659937
154,18.02784652598202
170,16.032353366538885
182,12.028166839573531
193,11.019717087503523
205,12.024563687201592
236,31.04289418589324
248,12.021445404272527
260,12.018777837511152
270,10.020661559142173
283,13.02153060827404
294,11.028774966485798
307,13.032227526512
320,13.021372951474039
330,10.02893453501165
343,13.035883897915483
354,11.039854663424196
364,10.032497234828769
377,13.028462177794427
386,9.026117475610226
397,11.027847222425043
410,13.02283280827105
424,14.031388879939914
436,12.035756521299481
449,13.030820143129677
459,10.03296713223681
468,9.027048799023031
478,10.03034963281825
490,12.035452136490495
498,8.021393996942788
507,9.021980659477412
517,10.019850534386933
528,11.01794898705557
543,15.022148869605733
552,9.017189384251832
561,9.017120945453645
578,17.02424511304125
588,10.021078727766872
597,9.017470563435928
607,10.015478981053457
619,12.012663394911215
630,11.019912878703327
641,11.026118993759155
651,10.018237906042485
661,10.020069687161593
670,9.01804146836512
678,8.014246030058711
689,11.019313241820782
698,9.011002964479848
709,11.017817729245872
719,10.01800125632435
727,8.014103895286098
737,10.015952183865013
751,14.016714078374207
761,10.018952339235694
770,9.01497314600274
781,11.014528709091245
792,11.019413328915835
802,10.021147845312955
812,10.016031521046536
825,13.015713384654372
835,10.020989972818644
853,18.019353341450916
864,11.019899797532707
876,12.013147395383566
885,9.017416504304858
894,9.01622763844207
906,12.020282829180362
914,8.012924458272755
925,11.015547762531789
934,9.016605319175868
945,11.016580677404999
954,9.01730547947809
964,10.020090021844954
973,9.017499469872563
983,10.020960386190565
992,9.016127540590242
1002,10.031564319692551
1012,10.01834671385586
1021,9.009140544058754
1031,10.012983217602596
1042,11.007937047816814
1051,9.011381603498013
1074,23.04591850996949
1084,10.0101712053176
1095,11.012381309177727
1105,10.01361867650412
1114,9.011011095158755
1132,18.012384071899575
1141,9.0111923717428
1151,10.01322301728651
1161,10.011816328810527
1170,9.01087766205892
1178,8.00933734616265
1187,9.011358749773352
1198,11.014246650598944
1209,11.015898281102999
1219,10.013762274896726
1231,12.013278792519124
1241,10.013377342885363
1250,9.010560428909956
1262,12.012125589186327
1271,9.011086842091755
1282,11.014472586661578
1291,9.01056975205429
1306,15.012556975334881
1316,10.012830437812953
1325,9.008003803575411
1335,10.010495693376289
1344,9.011434281431137
1353,9.010946547240017
1377,24.052335572615267
1386,9.010567503701894
1395,9.011077112751082
1404,9.010442260047421
1429,25.061383198900153
1439,10.013019283907488
1448,9.011159890145063
1458,10.013584365136921
1473,15.010596382059155
1483,10.0137466465123
1496,13.009992824029178
1505,9.010077635943889
1513,8.009142651734873
1523,10.008220579288901
1534,11.009584139846266
1542,8.005465818801895
1551,9.006503082206473
1560,9.0065913697239
1569,9.006667739758267
1578,9.006853940431029
1588,10.007834416115656
1614,26.04221071463544
1622,8.005621925881131
1631,9.006726489029823
1640,9.006293654534966
1655,15.006654124474153
1664,9.006665802327916
1672,8.00554020581767
1681,9.006773396814241
1691,10.00805168123916
1701,10.008035887591541
1711,10.007629679841921
1724,13.007796273287385
1734,10.005650618858635
1743,9.006451892433688
1754,11.007920692395418
1763,9.00642580348067
1772,9.00585568170063
1782,10.008044953504577
1791,9.006429851893335
1803,12.005600176332516
1812,9.006799120409413
1823,11.006830296618865
1834,11.007748606661334
1845,11.007756351772697
1855,10.007467128429562
1864,9.006130377296358
1874,10.00789432884194
1883,9.006856123916805
1896,13.008810944017023
1904,8.005473261512815
1914,10.0070367814973
1924,10.008090685028582
1934,10.007992276689038
1942,8.005504140490666
1952,10.00650127264671
1962,10.007571892347187
1972,10.007609552238137
1990,18.00889993081801
2000,10.008081708010286
2014,14.008517600828784
2025,11.00496386899613
2034,9.003626195387914
2047,13.005397683265619
2057,10.00459382729605
2067,10.004765002196654
2076,9.003815896832384
2090,14.004631532332862
2100,10.005031462828628
2113,13.003990224376322
2122,9.004125072062015
2151,29.04149983418174
2162,11.00455759051256
2171,9.003450244246052
2180,9.004001284996047
2190,10.004994644830003
2199,9.003351100580767
2210,11.004112845542842
2223,13.00539604269434
2237,14.004878160660157
2247,10.004741147696043
2259,12.004039221140555
2268,9.003860443783925
2279,11.00354759641923
2289,10.004085249570199
2298,9.003964415891096
2309,11.004112871969118
2318,9.004046101775021
2329,11.003692332189528
2339,10.004717939486728
2350,11.003748874459417
2359,9.004170359671116
2368,9.003882903116754
2384,16.005654746084474
2392,8.003387664072214
2402,10.00479120980017
2412,10.004868100583554
2422,10.004059687419794
2432,10.004915886349046
2442,10.004877335508354
2452,10.004853983875364
2464,12.0039652321022
2474,10.004848915617913
2484,10.004660564847292
2493,9.003913228772582
2503,10.004636561265217
2513,10.00492230555974
2524,11.002906440384686
2534,10.002378043183125
2545,11.003284313203766
2554,9.00234895723406
2567,13.002903448347935
2580,13.002739837486299
2590,10.002897329535335
2601,11.002532476629128
2611,10.002757912082597
2625,14.003465323732234
2633,8.001992655103095
2643,10.002889617579058
2657,14.002927787555382
2666,9.002231130376458
2678,12.003291069064291
2690,12.002855746331626
2702,12.002591429837047
2712,10.002958099357784
2722,10.002929503889755
2734,12.002828271314499
2744,10.00287633757107
2754,10.00247667741496
2764,10.002934293448925
2774,10.002870452823117
2783,9.00210077043157
2792,9.002476595016196
2802,10.002419180586003
2810,8.002041986188852
2819,9.002287639887074
2831,12.003340515773745
2839,8.00196889839135
2852,13.002765626786278
2861,9.002386876917443
2870,9.002382837538606
2883,13.00292416526936
2891,8.002027815906331
2901,10.002495527244173
2913,12.002651799563317
2922,9.002451431914231
2931,9.002362241875382
2949,18.003852591186295
2959,10.002889957209117
2970,11.002287480048835
2980,10.00242186889518
2989,9.002388870948925
2998,9.002368470700457
3007,9.002396890148521
3016,9.002312717121093
3024,8.001387353171593
3033,9.0015754515538
3041,8.00138946764637
3049,8.0013426688849
3060,11.001953712897375
3069,9.001572308992037
3080,11.001709664450026
3089,9.001537564687897
3099,10.001891511038412
3109,10.001591948198621
3119,10.001868110080249
3131,12.002155645284802
3141,10.00206602944527
3151,10.001908644102514
3160,9.00173851788277
