steps,rewards
52,52.064376044739035
65,13.013548180554062
83,18.018775676190852
122,39.03899319767951
139,17.015584515873343
159,20.03389903921634
172,13.028244293294849
189,17.041212868597356
200,11.028325957711786
216,16.03720867820084
230,14.028196813073011
244,14.023909882456064
254,10.039101580996066
262,8.024544072244316
275,13.036944507621229
285,10.040668137837201
302,17.037442947365342
315,13.029378765355794
323,8.025023079104722
336,13.031238467898218
345,9.026240895222871
354,9.032569564133881
365,11.034416201710702
375,10.04160341033712
385,10.022257435787468
394,9.031724224798381
405,11.034075441211462
416,11.035188515111804
427,11.028605818469078
436,9.032049836590886
446,10.039527067542076
456,10.033941770158709
466,10.0298722891137
476,10.029167320393027
486,10.039967410080136
496,10.040677018556744
504,8.023479481972755
516,12.043759061582385
526,10.028295991849154
535,9.021837528422475
544,9.022258221823721
553,9.01868815505877
565,12.029671673011032
573,8.01734914202243
584,11.026876612659544
592,8.01754872063175
602,10.020371322985737
616,14.031137274485081
628,12.028363639395684
637,9.022675031330436
646,9.021405092906207
656,10.027844425290823
665,9.021685423702001
674,9.022885899432001
684,10.02690102737397
695,11.024109664652498
705,10.028195271734148
713,8.01715374486521
721,8.016498360410333
731,10.027678742818534
741,10.027673087269068
750,9.021306851599366
760,10.026961346063763
770,10.02825952498242
780,10.026681926613673
790,10.028141985181717
800,10.027187169995159
810,10.027126149367541
820,10.026322554191573
829,9.020980981178582
838,9.022783858329058
848,10.02639675596729
858,10.02035248791799
869,11.03368434412405
878,9.022008777596058
886,8.017228814028204
896,10.028493008390068
907,11.02448996398598
918,11.033608466107397
926,8.017374308872968
935,9.022254356835036
945,10.028601893316955
955,10.028245791606604
964,9.023158946912734
976,12.029762172233314
989,13.024604887282475
999,10.027966022863986
1011,12.02965371273458
1021,10.015224753692747
1030,9.01214075726457
1040,10.017555482778699
1050,10.017004692787303
1061,11.01271405760199
1070,9.0144542071037
1080,10.01304195066914
1090,10.017197982082145
1099,9.014750782353802
1110,11.015105653088542
1120,10.017868342809379
1129,9.013864923734218
1139,10.01842479230836
1147,8.011299882922321
1158,11.01909540053457
1167,9.014187405863774
1177,10.018481282377616
1187,10.018036056682467
1197,10.018381439428776
1206,9.011367338011041
1216,10.017918690573424
1227,11.01607772554271
1236,9.014321295265109
1246,10.01837186687626
1256,10.017900060350076
1267,11.020241310074924
1277,10.018478229036553
1285,8.011364595266059
1294,9.014309153100475
1302,8.011218813015148
1312,10.018519655242564
1322,10.017692900216206
1333,11.021928968327119
1343,10.017257046978921
1352,9.013797056535259
1361,9.014966891659423
1371,10.018612361326813
1381,10.017284123506398
1391,10.017324618855492
1400,9.014645884372294
1410,10.01794955553487
1420,10.017441307427362
1429,9.01445395848714
1439,10.018092004349455
1449,10.018807923467827
1459,10.017297684727234
1468,9.014235661132261
1477,9.014538410073145
1485,8.01173040647991
1495,10.016745307762175
1505,10.017966809729113
1515,10.018612897349522
1524,9.009508050233125
1533,9.009329097531737
1541,8.00713730403222
1551,10.00847259820439
1559,8.00730267073959
1568,9.009058357728644
1576,8.007240355154499
1585,9.009457396762446
1595,10.011712682433426
1604,9.00973778963089
1614,10.01173456334509
1623,9.009307854296642
1631,8.006981564266608
1641,10.011708325566724
1652,11.01325392141007
1662,10.011572103388607
1672,10.011226353654639
1681,9.009265678282826
1691,10.01140560861677
1701,10.01040340741165
1711,10.011450070422143
1719,8.006971084792166
1728,9.009414368821309
1737,9.00828554951586
1745,8.00695155253634
1755,10.011150612914935
1765,10.01162423649803
1775,10.01084320852533
1784,9.009058413933962
1793,9.008828312112017
1802,9.00873714936897
1812,10.011666565435005
1822,10.011220145598056
1832,10.011929208552464
1842,10.01185908811167
1853,11.004708520439452
1862,9.009372840775177
1872,10.011540143517777
1880,8.007489423872903
1889,9.008485973300413
1900,11.013970094081014
1910,10.011348668159917
1920,10.011497628269717
1929,9.009402563981713
1938,9.008756538247688
1947,9.008502130955458
1956,9.008320104470478
1965,9.008472074102611
1974,9.009452985506504
1983,9.009189808834345
1991,8.007525290641933
2001,10.010536751244217
2012,11.0136560077779
2022,10.0072370023001
2032,10.00684868863318
2042,10.00677646053955
2051,9.005883737886325
2059,8.004678670922294
2067,8.004515622602776
2076,9.005404310137965
2084,8.00473085809499
2092,8.004696932760998
2102,10.00580158988014
2112,10.006596592627465
2121,9.005646393052304
2130,9.005968408519403
2139,9.00541320233606
2148,9.005260303267278
2158,10.007468493934722
2167,9.005943253007718
2175,8.004504237230867
2184,9.005739743681625
2194,10.006625399389305
2204,10.007560048531742
2214,10.007423801836559
2224,10.006714437995106
2235,11.00691774939187
2244,9.005926719843409
2253,9.005368640576489
2262,9.005763005814515
2270,8.004741561878474
2278,8.004400279605761
2287,9.004875745344906
2297,10.006550839869305
2307,10.006740505713971
2315,8.004645624640398
2325,10.006975972675718
2335,10.006553567550144
2344,9.005383261549289
2353,9.005671059945598
2362,9.005964306928217
2370,8.00457511455752
2379,9.00557014271617
2388,9.00585835527163
2400,12.007123337639495
2408,8.004669145774097
2417,9.005400531413034
2427,10.007362763164563
2437,10.007180672371758
2446,9.005817015771754
2455,9.005882906680927
2463,8.00470711630769
2472,9.005941110383718
2481,9.005621128645727
2490,9.005452261236496
2500,10.006677669705823
2509,9.005816638749094
2519,10.00595745916944
2527,8.003172957804054
2536,9.003469640598633
2545,9.003872926230542
2555,10.003688854537906
2565,10.00486217828002
2573,8.003061011713
2584,11.005412365379744
2594,10.004609491606242
2603,9.003651425102726
2613,10.0044906233903
2622,9.003474903828465
2630,8.003109007282182
2638,8.003023310867137
2646,8.003112040157431
2655,9.00361094509717
2665,10.004961230023763
2674,9.003598655876704
2684,10.004856170201673
2693,9.003960134973749
2702,9.003931876108982
2712,10.004637556592934
2721,9.003464732132851
2731,10.004333491786383
2741,10.004300911701286
2750,9.00390053205192
2758,8.00310561528895
2768,10.00429250707384
